"time","gain.y"
140,0.04
140.006,0.03999467570630535
140.012,0.03998936773828141
140.018,0.0399840630601297
140.024,0.039978753929379995
140.03,0.03997343785955581
140.036,0.03996811763550491
140.042,0.039962801327165
140.048,0.03995750222848393
140.054,0.03995223101606065
140.06,0.03994699355678557
140.066,0.039941795598235345
140.072,0.03993664274912494
140.078,0.0399315404606027
140.084,0.03992649400849543
140.09,0.039921508580845574
140.096,0.039916597615807625
140.102,0.03991177412706535
140.108,0.039907043341712606
140.114,0.039902403227174435
140.12,0.03989784504374341
140.126,0.039893353815697544
140.132,0.0398889089854623
140.138,0.03988450193737697
140.144,0.03988013233419903
140.15,0.03987579984179639
140.156,0.03987150412911909
140.162,0.03986724486817124
140.168,0.039863021733983275
140.174,0.03985883440458422
140.18,0.039854682560974464
140.186,0.03985056588709844
140.192,0.039846484069817764
140.198,0.03984278660835506
140.204,0.039840624806196843
140.21,0.03984107393148526
140.216,0.0398450747931621
140.222,0.0398534069133688
140.228,0.039866720615976965
140.234,0.03988556456489795
140.24,0.039910286252915386
140.246,0.03994097042680344
140.252,0.039977685863370825
140.258,0.040020486361164835
140.264,0.040069423208247704
140.27,0.04012453711313703
140.276,0.040185851693233195
140.282,0.040253344762199966
140.288,0.040326948580095834
140.294,0.0404066113599244
140.3,0.04049229756109148
140.306,0.04058398522910868
140.312,0.040681669520836794
140.318,0.04079138678313616
140.324,0.0409165537883996
140.33,0.0410569675092995
140.336,0.04121249270997223
140.342,0.041383041667523254
140.348,0.041568444376783524
140.354,0.04176847145358654
140.36,0.04198284055787216
140.366,0.04221137317109864
140.372,0.04245401143694906
140.378,0.04271064093279017
140.384,0.04298109736842632
140.39,0.043265172855842866
140.396,0.0435626216162536
140.402,0.04387316490558113
140.408,0.044196147329832944
140.414,0.04453044978079964
140.42,0.04487474318633777
140.426,0.04522747158597139
140.432,0.045586828901932844
140.438,0.04595081620841563
140.444,0.046317215255078044
140.45,0.04668480390788073
140.456,0.047053153403536885
140.462,0.04742180209030184
140.468,0.04779023167627082
140.474,0.0481577621864206
140.48,0.04852353672580195
140.486,0.04888657734568385
140.492,0.04924625890239472
140.498,0.04960220991367937
140.504,0.0499541079362616
140.51,0.050301663000713204
140.516,0.0506444857731422
140.522,0.050982086913409774
140.528,0.05131387009631601
140.534,0.051639307750308235
140.54,0.05195803363046952
140.546,0.05226980742277901
140.552,0.052574532335335496
140.558,0.05287232159777849
140.564,0.053163493685085376
140.57,0.053448571484777045
140.576,0.053728067703280646
140.582,0.05400244023659074
140.588,0.05427213557237714
140.594,0.05453758120337149
140.6,0.05479913618627273
140.606,0.05505705034473094
140.612,0.05531147160847964
140.618,0.05556255960664371
140.624,0.055810245625563186
140.63,0.05605416440544165
140.636,0.05629365749501658
140.642,0.0565278353559454
140.648,0.056755650558433
140.654,0.056975925523600694
140.66,0.05718759717016997
140.666,0.057390021061212625
140.672,0.05758296156962736
140.678,0.05776643916834895
140.684,0.0579405932023053
140.69,0.05810576757166357
140.696,0.05826239941259867
140.702,0.05841054311701031
140.708,0.05855005258460719
140.714,0.058680694937863785
140.72,0.05880447587639006
140.726,0.05892169058888775
140.732,0.059032453350422544
140.738,0.059136961481734106
140.744,0.05923536567883575
140.75,0.05932778963286367
140.756,0.0594143409563385
140.762,0.059495101992257785
140.768,0.05957010700708245
140.774,0.05963933716987683
140.78,0.05970274543418025
140.786,0.05976037749126507
140.792,0.05981228203511262
140.798,0.05985849467901495
140.804,0.05989903267243199
140.81,0.0599339206084437
140.816,0.059963202376269654
140.822,0.059986947968904
140.828,0.06000533179059636
140.834,0.060018644046455696
140.84,0.0600272883957347
140.846,0.060031776878410326
140.852,0.06003271700487986
140.858,0.06003081745851402
